fname,label,prob
clip_4946ca0a1.wav,unknown,1.0
clip_1a483bbbf.wav,unknown,0.9999879598617554
clip_6b1fe204b.wav,unknown,0.9999953508377076
clip_17e377173.wav,unknown,0.9981659054756165
clip_688a7c34e.wav,right,0.9999984502792358
clip_e1a5f00df.wav,unknown,0.9999997615814208
clip_49f8c8327.wav,unknown,0.9999945163726808
clip_f1c74f255.wav,yes,0.9999997615814208
clip_bc2f063b8.wav,unknown,0.9999927282333374
clip_ef9c7f101.wav,off,0.997746765613556
clip_52578bd52.wav,no,0.9987959861755372
clip_854f03207.wav,off,0.9996515512466432
clip_4d7fc71ff.wav,on,0.9999576807022096
clip_2e9993543.wav,unknown,0.9996030926704408
clip_4612849b5.wav,no,0.9983738660812378
clip_90753f0af.wav,off,0.9997863173484802
clip_7d14cf15e.wav,up,0.999997854232788
clip_f5707a3c6.wav,stop,0.9998676776885986
clip_4a68086fd.wav,unknown,0.9970980882644652
clip_15614c864.wav,unknown,0.9999995231628418
clip_1b3a544e6.wav,on,0.9999880790710448
clip_b059714f4.wav,yes,0.9999969005584716
clip_0f6a3c8eb.wav,stop,0.9999996423721312
clip_ff3636e41.wav,unknown,0.9993261098861694
clip_1e1dc7827.wav,unknown,0.9999991655349731
clip_287a17ffe.wav,unknown,0.9976358413696288
clip_a69e4155a.wav,unknown,0.9999972581863404
clip_21f92e6d4.wav,no,0.9964277148246764
clip_5553e0340.wav,off,0.9999253749847412
clip_663f5a6f3.wav,unknown,0.9999998807907104
clip_16693cfa3.wav,no,0.9943950176239014
clip_8014c8f27.wav,on,0.9998034834861756
clip_f5b8fa987.wav,unknown,0.9999728202819824
clip_6a7b02963.wav,on,0.9989256262779236
clip_e8519265d.wav,left,0.9998798370361328
clip_8def15b39.wav,unknown,0.999850869178772
clip_d15b12ea8.wav,unknown,0.999707281589508
clip_1d62fe141.wav,unknown,0.9999979734420776
clip_75052810a.wav,go,0.994526207447052
clip_44d4ab176.wav,right,0.99998939037323
clip_e28377d38.wav,no,0.999652862548828
clip_0f0590994.wav,unknown,0.9999183416366576
clip_81b671fcb.wav,unknown,0.999393343925476
clip_afcd718b0.wav,unknown,0.9999607801437378
clip_98b57d830.wav,on,0.9981055259704591
clip_602e2972a.wav,unknown,0.9972440004348756
clip_3e16fc20e.wav,stop,0.9999991655349731
clip_a2d223b7d.wav,go,0.9957590699195862
clip_21808ccd4.wav,unknown,1.0
clip_4a1d22491.wav,go,0.9999723434448242
clip_ff0588233.wav,unknown,0.9997835755348206
clip_a9bf19235.wav,unknown,0.9999722242355348
clip_cc7b3e041.wav,unknown,0.9999449253082277
clip_4224dda8a.wav,off,1.0
clip_4fa708c84.wav,off,0.999994158744812
clip_44035c96c.wav,unknown,0.9996997117996216
clip_f827d7e9e.wav,yes,0.9999898672103882
clip_ce925f3a0.wav,unknown,0.9999961853027344
clip_74351c1c7.wav,on,0.999957799911499
clip_177f83025.wav,unknown,0.9998447895050048
clip_a749a9e97.wav,down,0.9999881982803344
clip_d42dba983.wav,unknown,0.999987244606018
clip_541465a61.wav,unknown,0.999998927116394
clip_e453e3e6a.wav,on,0.9996265172958374
clip_03c1c853c.wav,right,0.9999959468841552
clip_5f0dcb0f8.wav,unknown,0.9929413795471193
clip_1ba25f2c9.wav,unknown,0.9995498061180116
clip_efffd42f4.wav,unknown,0.9998834133148192
clip_ba6763519.wav,unknown,0.9997681975364684
clip_bfc149429.wav,unknown,0.9999972581863404
clip_f61f3eeba.wav,yes,0.9999990463256836
